sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings,target
0,0.45,0.38,0.158,2.1626,1.0066,0.6282,0.4662,9,1
2,0.402,0.291,0.147,0.0376,0.0133,0.0067,0.0065,8,0
1,0.172,0.141,0.041,0.0832,0.0357,0.0243,0.0227,4,0
2,0.29,0.244,0.047,0.4843,0.2554,0.0754,0.0797,8,0
1,0.718,0.568,0.276,0.5976,0.3022,0.0673,0.2284,14,2
2,0.744,0.557,0.271,2.1594,0.719,0.5496,0.3839,18,2
1,0.076,0.067,0.013,1.9977,1.1801,0.5337,0.793,1,0
2,0.515,0.437,0.066,1.7418,0.6393,0.3456,0.393,10,1
2,0.607,0.534,0.141,2.5008,0.9156,0.287,0.8598,14,2
2,0.533,0.46,0.161,0.6999,0.3065,0.1616,0.2061,9,1
0,0.135,0.121,0.021,2.556,1.0177,0.3487,0.9714,4,0
2,0.236,0.174,0.06,2.5703,1.5298,0.6937,0.7393,5,0
0,0.26,0.187,0.059,1.2283,0.3967,0.1901,0.337,9,1
1,0.69,0.53,0.253,0.2685,0.1052,0.0724,0.0794,13,2
2,0.418,0.303,0.096,2.0538,0.852,0.3807,0.69,8,0
1,0.435,0.35,0.113,0.9535,0.4272,0.2091,0.3525,12,2
1,0.767,0.634,0.297,2.2469,0.6851,0.5795,0.4045,15,2
2,0.546,0.445,0.104,0.4643,0.1508,0.0502,0.0744,13,2
0,0.74,0.556,0.138,1.5256,0.5757,0.4031,0.1683,15,2
2,0.413,0.364,0.14,1.4368,0.6698,0.1835,0.3032,10,1
1,0.186,0.131,0.034,0.2853,0.1513,0.049,0.101,3,0
1,0.763,0.587,0.267,1.0281,0.5202,0.2,0.1244,15,2
2,0.414,0.349,0.053,0.2413,0.1134,0.0673,0.0631,8,0
0,0.209,0.178,0.028,1.3144,0.551,0.1373,0.4054,1,0
0,0.299,0.234,0.111,2.3824,1.337,0.5047,0.8364,5,0
1,0.113,0.079,0.03,0.7651,0.3351,0.1748,0.2104,9,1
1,0.422,0.348,0.133,2.162,0.8427,0.3531,0.337,7,0
0,0.706,0.503,0.118,0.52,0.2542,0.0822,0.2025,14,2
2,0.766,0.553,0.115,1.9046,0.9668,0.3773,0.2445,18,2
1,0.765,0.635,0.268,2.5875,1.0856,0.3556,0.8557,16,2
0,0.168,0.128,0.035,0.9168,0.2828,0.1775,0.1155,3,0
1,0.358,0.276,0.085,2.5448,0.8353,0.6438,0.364,5,0
2,0.096,0.077,0.01,1.4293,0.7914,0.3846,0.5281,5,0
0,0.708,0.634,0.153,0.8967,0.2842,0.1587,0.2923,16,2
1,0.34,0.304,0.113,2.5337,1.2101,0.5662,0.5312,10,1
2,0.542,0.425,0.188,0.0925,0.0328,0.0093,0.027,13,2
1,0.604,0.455,0.187,0.0811,0.0299,0.017,0.0192,9,1
2,0.393,0.299,0.121,1.6959,0.6478,0.5004,0.2034,7,0
2,0.302,0.228,0.076,2.252,0.7015,0.3658,0.7124,7,0
0,0.787,0.635,0.206,2.1244,0.7503,0.4651,0.6989,14,2
2,0.789,0.648,0.255,0.2264,0.1121,0.0572,0.0826,15,2
1,0.289,0.231,0.05,2.6855,1.2074,0.5956,0.7041,7,0
2,0.43,0.336,0.073,1.9875,1.0717,0.3651,0.6001,10,1
2,0.795,0.59,0.306,2.6823,0.854,0.3501,0.6207,19,2
0,0.079,0.063,0.009,0.9314,0.5278,0.1795,0.1822,1,0
2,0.38,0.292,0.054,1.9617,1.1749,0.3118,0.4385,6,0
2,0.149,0.12,0.04,2.4305,0.7406,0.5813,0.9079,7,0
1,0.452,0.377,0.145,1.0764,0.6354,0.2028,0.1607,9,1
0,0.093,0.077,0.024,2.7268,1.011,0.7362,0.476,1,0
0,0.376,0.298,0.078,0.7503,0.381,0.104,0.2115,8,0
0,0.238,0.193,0.094,0.8933,0.3464,0.164,0.1205,3,0
2,0.47,0.356,0.146,2.601,1.1875,0.5501,0.956,9,1
0,0.812,0.572,0.284,2.7403,1.2417,0.3431,0.3129,13,2
2,0.667,0.55,0.075,0.8074,0.3297,0.1757,0.2637,16,2
2,0.701,0.526,0.12,0.3872,0.1995,0.0612,0.0821,15,2
1,0.545,0.454,0.116,2.1456,1.0297,0.3131,0.2475,8,0
1,0.106,0.09,0.016,2.6274,1.1889,0.3373,0.9272,3,0
1,0.228,0.201,0.028,1.6984,1.0103,0.2887,0.4962,6,0
1,0.76,0.678,0.127,1.7939,1.0441,0.5127,0.1842,15,2
1,0.346,0.243,0.09,2.1566,1.2651,0.229,0.3887,10,1
2,0.152,0.137,0.047,0.4343,0.2451,0.1174,0.0893,5,0
2,0.595,0.498,0.198,2.7511,1.0359,0.4937,0.5413,11,1
0,0.297,0.246,0.034,1.0309,0.4175,0.2189,0.2572,5,0
2,0.274,0.193,0.063,1.7762,0.656,0.3598,0.4583,3,0
2,0.814,0.71,0.111,1.3254,0.7897,0.3779,0.2903,13,2
1,0.71,0.518,0.163,1.3241,0.4579,0.3364,0.2642,12,2
2,0.377,0.327,0.087,1.9866,0.8144,0.59,0.4993,6,0
1,0.8,0.562,0.2,2.8109,1.0111,0.7277,0.3094,19,2
0,0.556,0.461,0.205,1.8632,0.6839,0.2966,0.547,8,0
0,0.624,0.491,0.213,2.2444,0.8397,0.6567,0.6325,13,2
2,0.098,0.073,0.029,0.08,0.0394,0.0237,0.0147,2,0
0,0.165,0.119,0.06,2.2906,0.7394,0.2855,0.3524,2,0
2,0.543,0.428,0.165,0.8491,0.4006,0.2379,0.1035,13,2
0,0.74,0.536,0.256,0.3598,0.1964,0.0838,0.0994,14,2
1,0.537,0.428,0.145,0.3221,0.1707,0.0916,0.0872,10,1
1,0.174,0.144,0.045,1.922,0.6638,0.5442,0.4997,7,0
1,0.161,0.139,0.051,2.8193,1.6195,0.7845,1.1156,2,0
1,0.7,0.585,0.074,1.8833,1.0001,0.5218,0.4886,16,2
2,0.178,0.127,0.055,0.7429,0.2241,0.0918,0.2352,2,0
0,0.46,0.35,0.175,0.5761,0.3003,0.0741,0.0771,7,0
2,0.102,0.077,0.032,1.4873,0.7752,0.1838,0.2821,1,0
1,0.135,0.119,0.015,0.1857,0.0834,0.022,0.0339,7,0
2,0.573,0.501,0.122,1.1297,0.3545,0.1928,0.3082,9,1
0,0.585,0.453,0.201,1.8834,0.8927,0.446,0.3753,10,1
2,0.328,0.234,0.127,2.7347,1.4486,0.4675,0.7994,9,1
0,0.235,0.207,0.05,1.204,0.459,0.2938,0.3697,3,0
2,0.677,0.594,0.239,0.5674,0.2838,0.1498,0.0625,12,2
0,0.236,0.206,0.085,2.3102,0.9384,0.5388,0.6744,5,0
0,0.476,0.414,0.065,2.1036,0.9932,0.406,0.2841,9,1
1,0.791,0.63,0.28,2.4298,1.0093,0.3866,0.582,17,2
0,0.184,0.135,0.036,0.6084,0.238,0.076,0.1935,3,0
1,0.771,0.613,0.214,1.1452,0.6376,0.2276,0.3562,15,2
1,0.21,0.168,0.055,2.7739,1.4595,0.6766,0.5269,4,0
1,0.495,0.395,0.148,0.4483,0.1809,0.094,0.0815,8,0
2,0.354,0.286,0.114,1.8982,0.817,0.4637,0.4405,3,0
2,0.789,0.593,0.183,0.6718,0.3409,0.1122,0.1052,20,2
2,0.277,0.214,0.102,1.4144,0.7685,0.1603,0.555,4,0
2,0.371,0.292,0.127,2.2626,1.1433,0.5752,0.4604,6,0
0,0.802,0.582,0.269,1.3818,0.6388,0.1989,0.5208,16,2
0,0.472,0.373,0.112,2.2767,1.3349,0.5083,0.848,7,0
2,0.447,0.385,0.05,1.206,0.6419,0.3146,0.2526,11,1
0,0.266,0.23,0.066,2.8242,0.9452,0.361,0.4977,6,0
0,0.594,0.465,0.22,1.2328,0.5763,0.2708,0.4084,11,1
1,0.086,0.069,0.014,0.4238,0.1792,0.1008,0.0715,1,0
1,0.112,0.079,0.044,1.1369,0.6122,0.2834,0.2915,1,0
1,0.519,0.433,0.178,2.0991,0.6579,0.2719,0.2796,11,1
1,0.328,0.256,0.103,2.3966,1.0143,0.6352,0.5171,7,0
0,0.78,0.615,0.236,1.3013,0.5146,0.1546,0.1606,14,2
2,0.743,0.65,0.205,1.6808,0.5754,0.3427,0.311,16,2
0,0.603,0.478,0.191,2.388,0.9878,0.4506,0.7154,15,2
0,0.68,0.479,0.154,2.2995,1.154,0.3319,0.9138,14,2
0,0.569,0.424,0.201,1.8594,0.7596,0.2982,0.3281,11,1
1,0.168,0.134,0.052,2.3036,1.0919,0.3061,0.5575,1,0
1,0.642,0.504,0.213,1.6284,0.7781,0.3015,0.3817,13,2
1,0.231,0.201,0.078,0.0151,0.0072,0.0016,0.0023,4,0
2,0.314,0.254,0.04,0.1185,0.0544,0.0329,0.0335,4,0
0,0.681,0.571,0.079,2.769,0.9279,0.3674,0.8789,15,2
2,0.472,0.375,0.161,0.4115,0.1504,0.1141,0.0593,10,1
1,0.711,0.56,0.126,1.1444,0.618,0.3121,0.3744,14,2
2,0.233,0.184,0.064,2.6391,1.1895,0.5023,0.8182,4,0
0,0.525,0.411,0.122,0.5528,0.2829,0.1103,0.088,12,2
0,0.137,0.111,0.015,2.3849,1.1232,0.3825,0.7028,1,0
1,0.551,0.413,0.062,2.3128,0.7207,0.6924,0.5044,8,0
1,0.639,0.561,0.222,2.7874,1.502,0.6527,0.8483,13,2
2,0.508,0.389,0.143,0.7975,0.2546,0.2316,0.1984,13,2
1,0.272,0.198,0.07,0.8925,0.5203,0.1633,0.1021,6,0
1,0.098,0.07,0.038,2.5517,0.9304,0.7058,0.8576,2,0
0,0.163,0.115,0.025,0.663,0.3008,0.1257,0.1768,1,0
1,0.536,0.421,0.095,1.5493,0.4943,0.4235,0.4918,6,0
1,0.766,0.565,0.25,1.9995,1.1367,0.2523,0.2756,13,2
0,0.228,0.161,0.076,0.7698,0.4572,0.175,0.2436,6,0
0,0.619,0.498,0.137,2.6521,0.912,0.6252,0.5943,9,1
2,0.716,0.599,0.276,1.8819,0.7316,0.4352,0.6394,13,2
1,0.46,0.33,0.175,0.1351,0.0412,0.0256,0.0378,6,0
0,0.57,0.452,0.059,0.3853,0.2066,0.0912,0.0796,10,1
2,0.678,0.575,0.103,0.5408,0.2128,0.08,0.0868,16,2
2,0.268,0.24,0.093,0.6938,0.3307,0.1521,0.2392,4,0
1,0.295,0.246,0.059,2.0654,0.6439,0.4355,0.5536,8,0
1,0.075,0.056,0.01,0.2532,0.1303,0.0414,0.1003,1,0
2,0.788,0.665,0.264,0.9921,0.4552,0.2538,0.2104,19,2
0,0.754,0.618,0.178,2.5757,1.3329,0.2992,0.7874,16,2
2,0.641,0.476,0.159,1.574,0.845,0.2114,0.4515,12,2
1,0.134,0.117,0.021,0.7518,0.2457,0.146,0.219,2,0
0,0.406,0.319,0.121,2.7047,1.2805,0.7528,0.8685,5,0
0,0.15,0.134,0.04,0.6919,0.3425,0.1488,0.0981,2,0
2,0.087,0.073,0.014,2.558,1.1639,0.6866,0.6776,5,0
1,0.531,0.44,0.107,2.0516,0.7277,0.4175,0.5185,11,1
2,0.786,0.665,0.219,2.0932,1.1276,0.5381,0.4244,12,2
2,0.743,0.591,0.28,2.1622,1.2957,0.3571,0.4991,15,2
2,0.591,0.473,0.222,1.4326,0.8464,0.3768,0.3662,12,2
0,0.147,0.128,0.027,2.3024,1.2278,0.4152,0.4519,4,0
0,0.278,0.232,0.089,2.3634,1.0055,0.5005,0.4442,5,0
1,0.312,0.274,0.104,1.02,0.4092,0.1379,0.3279,6,0
1,0.64,0.562,0.219,1.1326,0.3631,0.3218,0.136,15,2
2,0.669,0.599,0.181,2.5118,1.0672,0.6036,0.487,13,2
2,0.36,0.302,0.037,1.4838,0.5146,0.4033,0.4394,6,0
2,0.384,0.307,0.126,2.4502,0.922,0.3469,0.3985,9,1
1,0.108,0.079,0.014,1.772,1.0057,0.2012,0.4814,4,0
0,0.289,0.243,0.039,1.6782,0.9911,0.281,0.3199,1,0
0,0.409,0.31,0.115,0.0895,0.0523,0.0182,0.0316,9,1
2,0.162,0.123,0.064,0.7868,0.2817,0.2049,0.1613,1,0
2,0.41,0.307,0.071,1.4198,0.8097,0.2549,0.2397,9,1
2,0.706,0.618,0.207,1.6606,0.5687,0.2557,0.4301,16,2
2,0.505,0.441,0.097,1.7823,0.8061,0.311,0.2508,11,1
1,0.133,0.11,0.049,2.0246,0.9983,0.4874,0.6868,4,0
0,0.217,0.172,0.06,1.8552,0.814,0.3103,0.564,3,0
2,0.426,0.355,0.069,2.3984,1.4044,0.7095,0.7942,8,0
1,0.343,0.282,0.061,0.8364,0.3345,0.1129,0.1837,8,0
2,0.34,0.266,0.078,1.8138,0.8311,0.4546,0.6357,7,0
2,0.467,0.362,0.064,0.1465,0.0473,0.0319,0.0363,6,0
0,0.507,0.394,0.063,1.3581,0.7547,0.1991,0.1744,12,2
2,0.665,0.544,0.202,0.7589,0.3218,0.1903,0.1269,10,1
0,0.327,0.271,0.073,1.0776,0.5497,0.2042,0.3376,7,0
0,0.671,0.53,0.213,1.0036,0.5065,0.2373,0.3703,14,2
0,0.326,0.291,0.043,0.1727,0.0868,0.0401,0.0222,9,1
1,0.116,0.083,0.033,1.3198,0.5967,0.1612,0.4742,2,0
1,0.485,0.373,0.113,2.8108,1.0773,0.7533,0.9549,6,0
0,0.51,0.4,0.06,0.8462,0.4125,0.2,0.1751,10,1
2,0.767,0.539,0.202,2.0809,1.2247,0.533,0.6384,16,2
0,0.612,0.473,0.076,1.549,0.8522,0.2936,0.2418,14,2
2,0.754,0.569,0.263,0.9204,0.3062,0.1279,0.3166,14,2
0,0.747,0.599,0.216,0.2551,0.0783,0.0422,0.0758,16,2
2,0.522,0.401,0.139,0.6116,0.275,0.1714,0.1417,12,2
1,0.466,0.394,0.065,2.21,1.1774,0.6356,0.7942,8,0
2,0.488,0.391,0.091,0.79,0.3114,0.1551,0.112,10,1
0,0.799,0.58,0.198,0.4095,0.209,0.0654,0.1449,13,2
1,0.647,0.55,0.188,0.9376,0.5434,0.2307,0.1005,14,2
2,0.154,0.111,0.024,1.6513,0.7228,0.4181,0.5383,4,0
2,0.651,0.565,0.067,1.9886,0.7422,0.5232,0.5409,11,1
2,0.201,0.178,0.041,1.0959,0.6305,0.1164,0.3387,3,0
2,0.406,0.31,0.099,1.4088,0.6222,0.1436,0.3152,10,1
2,0.231,0.204,0.036,1.2867,0.5434,0.2206,0.4624,5,0
1,0.585,0.502,0.145,0.0274,0.0111,0.0036,0.0053,10,1
1,0.724,0.64,0.146,1.1192,0.4778,0.2921,0.2042,13,2
1,0.29,0.242,0.069,1.6606,0.8338,0.343,0.3164,8,0
1,0.136,0.102,0.028,1.6115,0.6931,0.4272,0.5355,2,0
0,0.296,0.26,0.085,2.1193,0.8419,0.2869,0.5268,6,0
1,0.573,0.422,0.065,1.8951,0.9913,0.4272,0.4949,11,1
2,0.318,0.236,0.048,0.7837,0.2828,0.1693,0.2739,2,0
2,0.281,0.212,0.065,0.7239,0.261,0.1217,0.2534,4,0
1,0.211,0.161,0.044,1.3127,0.6681,0.267,0.195,6,0
2,0.443,0.356,0.096,2.0719,1.1603,0.4513,0.5489,13,2
1,0.279,0.235,0.095,0.267,0.0994,0.0742,0.0368,4,0
2,0.616,0.545,0.225,2.6801,0.9577,0.2978,0.9663,13,2
0,0.132,0.095,0.023,1.5359,0.7696,0.4065,0.5393,7,0
0,0.566,0.504,0.199,0.8673,0.4217,0.2567,0.3077,14,2
1,0.251,0.222,0.06,1.9601,0.851,0.4829,0.6105,3,0
1,0.437,0.311,0.08,0.1283,0.0422,0.0318,0.0308,8,0
1,0.287,0.222,0.114,1.3699,0.4487,0.1967,0.3033,6,0
2,0.61,0.526,0.212,1.3744,0.7328,0.2812,0.3004,15,2
1,0.775,0.637,0.309,0.4594,0.2001,0.1108,0.0551,13,2
0,0.754,0.645,0.113,2.3668,1.3192,0.5218,0.9104,17,2
2,0.507,0.428,0.073,2.2522,1.064,0.3987,0.5295,12,2
1,0.417,0.333,0.105,0.4333,0.2104,0.1248,0.1642,8,0
2,0.681,0.482,0.199,1.0294,0.5973,0.2088,0.3745,18,2
2,0.581,0.475,0.088,0.2856,0.0998,0.084,0.0996,10,1
1,0.211,0.15,0.076,2.3985,1.1103,0.5103,0.6632,5,0
2,0.682,0.56,0.177,0.9151,0.2905,0.2367,0.1194,14,2
0,0.392,0.337,0.088,1.2426,0.5066,0.3087,0.245,9,1
0,0.215,0.176,0.06,0.9166,0.3157,0.2128,0.2576,7,0
2,0.284,0.255,0.082,0.8775,0.3127,0.0903,0.0913,3,0
1,0.273,0.216,0.031,2.1124,1.2261,0.244,0.2383,6,0
2,0.459,0.39,0.184,2.1131,1.0211,0.4571,0.6409,13,2
0,0.248,0.207,0.052,1.4642,0.8311,0.4134,0.5366,7,0
2,0.166,0.149,0.02,1.8591,0.8051,0.4094,0.6629,2,0
2,0.167,0.141,0.059,1.4469,0.6935,0.213,0.2177,2,0
0,0.507,0.372,0.202,0.0827,0.0256,0.0136,0.0309,11,1
2,0.619,0.552,0.213,0.1884,0.0831,0.0423,0.0582,11,1
2,0.313,0.261,0.111,1.0857,0.5094,0.2382,0.3419,6,0
1,0.101,0.072,0.029,2.1193,0.6465,0.617,0.4052,1,0
1,0.169,0.141,0.064,2.581,1.3856,0.5312,0.8125,8,0
0,0.752,0.659,0.083,0.0859,0.0334,0.0147,0.0269,16,2
0,0.44,0.359,0.145,1.0413,0.4537,0.2135,0.2899,9,1
0,0.411,0.317,0.124,0.634,0.2921,0.1631,0.1314,5,0
1,0.103,0.089,0.012,2.3041,1.3771,0.4794,0.791,1,0
0,0.614,0.526,0.162,2.391,0.7884,0.395,0.9116,12,2
0,0.466,0.377,0.119,0.5849,0.2729,0.0981,0.2111,9,1
0,0.225,0.164,0.069,2.0094,0.9227,0.5051,0.3474,8,0
1,0.156,0.117,0.019,2.0685,0.6633,0.2343,0.4834,3,0
2,0.359,0.304,0.123,0.502,0.2461,0.0778,0.1018,9,1
0,0.694,0.598,0.098,1.2268,0.4736,0.1602,0.3831,14,2
2,0.715,0.54,0.161,1.7538,0.5807,0.5067,0.6129,16,2
0,0.521,0.403,0.19,0.0756,0.0267,0.0089,0.0125,7,0
2,0.613,0.439,0.164,1.1446,0.6262,0.288,0.4397,10,1
1,0.16,0.135,0.034,0.4396,0.1456,0.0994,0.1333,5,0
1,0.51,0.357,0.058,1.5323,0.6743,0.3472,0.2536,13,2
0,0.569,0.404,0.172,2.3824,0.8543,0.602,0.5035,8,0
2,0.224,0.157,0.089,1.4839,0.5174,0.2672,0.195,5,0
1,0.726,0.602,0.271,0.1036,0.0375,0.0187,0.0289,12,2
0,0.219,0.172,0.069,0.0858,0.0384,0.0135,0.0129,3,0
0,0.307,0.233,0.04,1.7119,0.6357,0.3758,0.5271,2,0
1,0.534,0.471,0.092,0.9282,0.3054,0.2654,0.2981,10,1
1,0.547,0.404,0.085,1.6192,0.875,0.4611,0.3948,11,1
0,0.593,0.461,0.123,0.4641,0.2144,0.1117,0.0595,11,1
2,0.158,0.14,0.027,2.1959,0.7621,0.6176,0.622,3,0
2,0.704,0.553,0.122,2.4327,1.0739,0.7121,0.5149,15,2
2,0.469,0.38,0.134,2.5132,0.8055,0.651,0.9673,13,2
0,0.424,0.304,0.083,0.8607,0.4081,0.1563,0.2186,6,0
1,0.801,0.687,0.243,1.8679,0.7511,0.3673,0.2273,14,2
0,0.623,0.489,0.239,0.79,0.2615,0.2261,0.2297,13,2
1,0.162,0.139,0.047,2.156,0.7656,0.5045,0.7197,3,0
2,0.635,0.477,0.207,0.3424,0.1382,0.0904,0.0507,12,2
2,0.145,0.114,0.047,2.156,1.1684,0.2657,0.5061,1,0
1,0.095,0.081,0.019,1.2438,0.438,0.1726,0.4017,1,0
1,0.374,0.335,0.039,2.4181,0.805,0.4082,0.2567,7,0
0,0.81,0.577,0.094,2.0887,0.9499,0.2875,0.227,17,2
2,0.204,0.176,0.038,1.0653,0.4981,0.2997,0.3229,2,0
0,0.573,0.436,0.176,2.5536,0.8352,0.3661,0.8109,13,2
0,0.203,0.164,0.076,0.8021,0.3091,0.1696,0.2838,2,0
0,0.611,0.463,0.237,2.7328,1.0353,0.32,0.6009,15,2
2,0.449,0.369,0.048,2.1686,0.7717,0.2841,0.4704,7,0
0,0.578,0.445,0.229,2.7997,1.105,0.4185,0.7439,14,2
0,0.225,0.173,0.044,0.1542,0.048,0.0457,0.0505,3,0
0,0.627,0.444,0.221,0.7759,0.3844,0.2013,0.2268,14,2
0,0.812,0.592,0.125,2.0953,1.2499,0.4918,0.4153,16,2
0,0.568,0.502,0.068,2.6064,1.2777,0.7383,0.5316,12,2
0,0.44,0.396,0.094,0.0832,0.034,0.0242,0.0274,10,1
2,0.758,0.649,0.271,0.002,0.001,0.0004,0.0005,14,2
0,0.087,0.066,0.014,0.7256,0.3421,0.1201,0.0939,1,0
1,0.615,0.48,0.09,2.4102,1.3353,0.393,0.3516,11,1
0,0.733,0.622,0.273,2.1684,1.0551,0.2323,0.7706,14,2
0,0.121,0.108,0.046,0.9629,0.472,0.1501,0.3848,6,0
2,0.408,0.323,0.042,0.0077,0.0028,0.0013,0.0015,8,0
2,0.226,0.196,0.072,1.5685,0.6661,0.1684,0.3388,5,0
1,0.494,0.442,0.095,0.674,0.2718,0.1864,0.0986,10,1
1,0.556,0.486,0.118,2.1076,0.6395,0.5681,0.3598,12,2
2,0.299,0.223,0.072,1.2625,0.4974,0.1898,0.2871,4,0
2,0.415,0.291,0.095,1.9184,0.8553,0.4998,0.3555,7,0
0,0.282,0.225,0.072,2.4089,1.1562,0.6245,0.7478,7,0
2,0.348,0.281,0.096,1.515,0.8793,0.253,0.396,7,0
1,0.193,0.143,0.046,0.9507,0.3534,0.2276,0.3296,4,0
0,0.73,0.553,0.227,2.1752,0.752,0.3436,0.6903,15,2
1,0.082,0.07,0.026,0.7509,0.4211,0.0856,0.1039,3,0
0,0.728,0.578,0.169,2.5196,1.4678,0.5063,0.3452,13,2
2,0.498,0.38,0.071,0.2037,0.0909,0.0382,0.0751,10,1
1,0.32,0.264,0.094,2.3614,0.79,0.3014,0.8167,2,0
0,0.61,0.507,0.202,0.2606,0.1161,0.0516,0.0626,9,1
0,0.451,0.385,0.131,0.1605,0.0534,0.0465,0.0223,9,1
2,0.444,0.325,0.123,1.0278,0.5807,0.2531,0.3798,7,0
2,0.157,0.133,0.027,2.7033,1.3853,0.6698,0.4574,5,0
2,0.363,0.298,0.107,2.7794,1.0349,0.699,0.3076,5,0
1,0.253,0.18,0.051,0.5726,0.3241,0.1425,0.216,5,0
0,0.087,0.074,0.033,0.4218,0.2073,0.0439,0.1445,3,0
2,0.341,0.265,0.101,0.9987,0.5852,0.2846,0.3076,8,0
1,0.141,0.108,0.026,0.9539,0.5668,0.2538,0.1051,2,0
1,0.265,0.209,0.064,2.1471,0.6462,0.3326,0.5551,5,0
1,0.143,0.11,0.051,1.2559,0.4221,0.2644,0.3719,4,0
2,0.15,0.115,0.03,2.2044,1.023,0.4916,0.7226,5,0
2,0.222,0.191,0.057,2.1164,1.2418,0.2675,0.5107,7,0
0,0.815,0.591,0.248,1.6351,0.9782,0.2466,0.6312,18,2
0,0.077,0.069,0.025,2.3558,1.1077,0.2465,0.4086,3,0
2,0.548,0.444,0.083,0.5545,0.1953,0.1513,0.0671,12,2
1,0.18,0.133,0.049,0.459,0.1602,0.0482,0.0917,4,0
1,0.756,0.549,0.282,2.1218,1.1228,0.3474,0.6334,14,2
1,0.144,0.118,0.056,0.6933,0.3311,0.0802,0.2227,4,0
0,0.782,0.646,0.232,0.0099,0.0046,0.0025,0.0032,15,2
1,0.527,0.374,0.208,2.5774,1.1334,0.7346,0.3433,12,2
0,0.076,0.057,0.021,1.7612,0.9115,0.3744,0.6438,3,0
0,0.737,0.633,0.172,1.2585,0.7015,0.161,0.2319,16,2
1,0.461,0.327,0.122,2.0515,0.8019,0.4342,0.3343,8,0
1,0.269,0.234,0.036,0.9433,0.3455,0.2397,0.2682,5,0
2,0.643,0.535,0.142,2.6952,1.3505,0.6568,0.4408,15,2
2,0.761,0.599,0.181,0.1958,0.1125,0.0486,0.0494,12,2
1,0.433,0.333,0.154,1.812,0.7329,0.2824,0.4025,9,1
0,0.309,0.217,0.101,2.1971,0.8387,0.2521,0.3727,8,0
0,0.659,0.57,0.185,1.3268,0.488,0.1722,0.2489,14,2
0,0.58,0.423,0.118,2.134,0.8031,0.6212,0.487,16,2
0,0.733,0.558,0.114,2.6196,0.8919,0.5834,0.534,11,1
0,0.587,0.478,0.12,2.103,1.0074,0.5165,0.451,9,1
2,0.255,0.191,0.078,0.8757,0.3365,0.245,0.2808,5,0
1,0.764,0.611,0.137,1.5887,0.7697,0.4298,0.2391,17,2
2,0.153,0.132,0.035,2.5764,0.8371,0.3702,0.7427,3,0
0,0.273,0.217,0.059,1.2703,0.4251,0.1418,0.3855,8,0
0,0.46,0.409,0.152,1.9271,0.8881,0.5493,0.6564,8,0
0,0.494,0.43,0.18,1.3166,0.597,0.3902,0.4663,9,1
0,0.086,0.066,0.027,0.3447,0.1315,0.0736,0.0509,3,0
1,0.653,0.509,0.132,0.1675,0.0918,0.0465,0.0237,12,2
0,0.343,0.269,0.079,2.6912,0.9584,0.3939,0.7655,9,1
1,0.376,0.31,0.054,1.7318,0.7069,0.2116,0.5664,9,1
0,0.674,0.51,0.101,0.2952,0.1378,0.059,0.0536,13,2
1,0.356,0.318,0.053,2.4234,1.3575,0.6355,0.6246,8,0
2,0.11,0.09,0.015,1.4781,0.629,0.3413,0.4902,1,0
0,0.206,0.161,0.032,2.1819,0.9155,0.4963,0.7206,2,0
1,0.782,0.648,0.126,0.36,0.1706,0.0373,0.1066,15,2
2,0.127,0.099,0.017,2.5631,1.0124,0.4191,0.3169,2,0
0,0.338,0.292,0.099,1.6697,0.8561,0.4807,0.1923,7,0
0,0.447,0.364,0.178,2.0868,0.7817,0.2647,0.4519,9,1
0,0.44,0.312,0.16,0.0906,0.0496,0.0222,0.0098,5,0
1,0.078,0.057,0.009,0.8924,0.3406,0.2248,0.3313,4,0
1,0.446,0.389,0.101,0.7573,0.4527,0.1867,0.0803,6,0
2,0.359,0.292,0.128,2.6837,1.0599,0.7994,0.2922,8,0
1,0.794,0.707,0.111,0.5254,0.2961,0.0955,0.0786,14,2
1,0.193,0.138,0.068,1.9987,0.8379,0.4726,0.5758,4,0
0,0.337,0.256,0.094,0.1227,0.0459,0.017,0.0322,6,0
0,0.385,0.284,0.146,0.5603,0.2061,0.1008,0.1669,8,0
0,0.364,0.295,0.132,0.9582,0.5319,0.19,0.3527,8,0
0,0.568,0.441,0.172,2.2457,0.8817,0.3211,0.5311,13,2
0,0.234,0.171,0.07,2.2329,0.8967,0.6283,0.2527,6,0
0,0.239,0.198,0.039,2.6921,0.9667,0.6548,0.8858,5,0
0,0.615,0.496,0.083,2.591,1.5245,0.4061,0.8902,14,2
2,0.445,0.336,0.1,0.2322,0.0867,0.0295,0.0267,8,0
2,0.382,0.304,0.06,2.3455,0.8778,0.3696,0.4054,11,1
2,0.2,0.17,0.026,1.2761,0.7442,0.2866,0.4226,3,0
2,0.214,0.159,0.041,2.4473,1.3956,0.6492,0.5209,3,0
0,0.083,0.063,0.03,0.2541,0.0952,0.051,0.0614,1,0
2,0.143,0.11,0.015,2.3255,1.3009,0.2802,0.8068,2,0
0,0.487,0.414,0.091,0.4528,0.1698,0.0679,0.0581,9,1
2,0.735,0.639,0.167,0.9448,0.3074,0.1597,0.2864,14,2
1,0.288,0.223,0.073,0.0835,0.0456,0.019,0.0137,9,1
2,0.318,0.241,0.049,0.3514,0.1868,0.0525,0.0417,8,0
2,0.161,0.141,0.063,1.2607,0.4897,0.1851,0.3766,5,0
